ticker,start_date,end_date,sentiment_score
ZM,2024-01-15,2024-01-21,
IDXX,2024-01-15,2024-01-21,
ASML,2024-01-15,2024-01-21,0.37495
ATVI,2024-01-15,2024-01-21,0.38939999999999997
KHC,2024-01-15,2024-01-21,
BIIB,2024-01-15,2024-01-21,
MELI,2024-01-15,2024-01-21,0.511967
DOCU,2024-01-15,2024-01-21,
ADSK,2024-01-15,2024-01-21,0.48404
EA,2024-01-15,2024-01-21,
WDAY,2024-01-15,2024-01-21,0.10751833333333334
SNPS,2024-01-15,2024-01-21,0.765
ILMN,2024-01-15,2024-01-21,
ROST,2024-01-15,2024-01-21,
CTAS,2024-01-15,2024-01-21,0.1261165
EBAY,2024-01-15,2024-01-21,0.8834
KLAC,2024-01-15,2024-01-21,0.0
MNST,2024-01-15,2024-01-21,-0.7155
CDNS,2024-01-15,2024-01-21,
CTSH,2024-01-15,2024-01-21,0.35015
ORLY,2024-01-15,2024-01-21,
DLTR,2024-01-15,2024-01-21,
LULU,2024-01-15,2024-01-21,0.148
FAST,2024-01-15,2024-01-21,
XEL,2024-01-15,2024-01-21,
CTXS,2024-01-15,2024-01-21,
NXPI,2024-01-15,2024-01-21,
PCAR,2024-01-15,2024-01-21,-0.2263
SIRI,2024-01-15,2024-01-21,
MAR,2024-01-15,2024-01-21,0.6597
SGEN,2024-01-15,2024-01-21,0.0258
EXC,2024-01-15,2024-01-21,
ODFL,2024-01-15,2024-01-21,
PAYX,2024-01-15,2024-01-21,0.456171
ALGN,2024-01-15,2024-01-21,
SWKS,2024-01-15,2024-01-21,
TEAM,2024-01-15,2024-01-21,
WBA,2024-01-15,2024-01-21,-0.2294
ADI,2024-01-15,2024-01-21,
VRSK,2024-01-15,2024-01-21,
CDW,2024-01-15,2024-01-21,
BIDU,2024-01-15,2024-01-21,0.2086
CHTR,2024-01-15,2024-01-21,0.1027
VRSN,2024-01-15,2024-01-21,
INCY,2024-01-15,2024-01-21,
WDAY,2024-01-15,2024-01-21,0.10751833333333334
ANSS,2024-01-15,2024-01-21,0.79375
CPRT,2024-01-15,2024-01-21,-0.0258
UAL,2024-01-15,2024-01-21,0.0
TTWO,2024-01-15,2024-01-21,
REG,2024-01-15,2024-01-21,
HPE,2024-01-15,2024-01-21,0.444
EXPE,2024-01-15,2024-01-21,0.157882
MCHP,2024-01-15,2024-01-21,
VRSN,2024-01-15,2024-01-21,
XLNX,2024-01-15,2024-01-21,
BKNG,2024-01-15,2024-01-21,-0.2732
MXIM,2024-01-15,2024-01-21,
PAYC,2024-01-15,2024-01-21,
CTAS,2024-01-15,2024-01-21,0.1261165
TECH,2024-01-15,2024-01-21,
WDAY,2024-01-15,2024-01-21,0.10751833333333334
AAPL,2024-01-22,2024-01-28,0.73028
MSFT,2024-01-22,2024-01-28,
GOOG,2024-01-22,2024-01-28,0.4215
AMZN,2024-01-22,2024-01-28,
TSLA,2024-01-22,2024-01-28,-0.1734
META,2024-01-22,2024-01-28,
NVDA,2024-01-22,2024-01-28,0.27124349999999997
NFLX,2024-01-22,2024-01-28,0.6597
PEP,2024-01-22,2024-01-28,
ADBE,2024-01-22,2024-01-28,
INTC,2024-01-22,2024-01-28,0.34918333333333335
CSCO,2024-01-22,2024-01-28,
CMCSA,2024-01-22,2024-01-28,
AVGO,2024-01-22,2024-01-28,
PYPL,2024-01-22,2024-01-28,
TXN,2024-01-22,2024-01-28,
COST,2024-01-22,2024-01-28,
QCOM,2024-01-22,2024-01-28,
AMGN,2024-01-22,2024-01-28,0.0649
SBUX,2024-01-22,2024-01-28,-0.06594149999999999
AMD,2024-01-22,2024-01-28,0.21923333333333336
HON,2024-01-22,2024-01-28,
GILD,2024-01-22,2024-01-28,
ISRG,2024-01-22,2024-01-28,
BKNG,2024-01-22,2024-01-28,
ADP,2024-01-22,2024-01-28,0.4215
MDLZ,2024-01-22,2024-01-28,-0.2263
VRTX,2024-01-22,2024-01-28,
REGN,2024-01-22,2024-01-28,0.45855
LRCX,2024-01-22,2024-01-28,0.8479
FISV,2024-01-22,2024-01-28,
INTU,2024-01-22,2024-01-28,
MRNA,2024-01-22,2024-01-28,-0.12515
MU,2024-01-22,2024-01-28,0.0
ZM,2024-01-22,2024-01-28,0.343467
IDXX,2024-01-22,2024-01-28,
ASML,2024-01-22,2024-01-28,0.9123
ATVI,2024-01-22,2024-01-28,
KHC,2024-01-22,2024-01-28,
BIIB,2024-01-22,2024-01-28,
MELI,2024-01-22,2024-01-28,-0.09016999999999999
DOCU,2024-01-22,2024-01-28,
ADSK,2024-01-22,2024-01-28,
EA,2024-01-22,2024-01-28,0.2023
WDAY,2024-01-22,2024-01-28,0.3667335
SNPS,2024-01-22,2024-01-28,0.532033
ILMN,2024-01-22,2024-01-28,
ROST,2024-01-22,2024-01-28,
CTAS,2024-01-22,2024-01-28,0.41665
EBAY,2024-01-22,2024-01-28,
KLAC,2024-01-22,2024-01-28,0.286582
MNST,2024-01-22,2024-01-28,
CDNS,2024-01-22,2024-01-28,
CTSH,2024-01-22,2024-01-28,
ORLY,2024-01-22,2024-01-28,
DLTR,2024-01-22,2024-01-28,0.09895000000000001
LULU,2024-01-22,2024-01-28,
FAST,2024-01-22,2024-01-28,0.8834
XEL,2024-01-22,2024-01-28,
CTXS,2024-01-22,2024-01-28,
NXPI,2024-01-22,2024-01-28,
PCAR,2024-01-22,2024-01-28,0.58308
SIRI,2024-01-22,2024-01-28,
MAR,2024-01-22,2024-01-28,0.2997
SGEN,2024-01-22,2024-01-28,
EXC,2024-01-22,2024-01-28,0.0
ODFL,2024-01-22,2024-01-28,
PAYX,2024-01-22,2024-01-28,
ALGN,2024-01-22,2024-01-28,0.0
SWKS,2024-01-22,2024-01-28,0.16275
TEAM,2024-01-22,2024-01-28,0.4215
WBA,2024-01-22,2024-01-28,0.296
ADI,2024-01-22,2024-01-28,
VRSK,2024-01-22,2024-01-28,
CDW,2024-01-22,2024-01-28,
BIDU,2024-01-22,2024-01-28,
CHTR,2024-01-22,2024-01-28,0.3021
VRSN,2024-01-22,2024-01-28,0.0
INCY,2024-01-22,2024-01-28,
WDAY,2024-01-22,2024-01-28,0.3667335
ANSS,2024-01-22,2024-01-28,0.177
CPRT,2024-01-22,2024-01-28,
UAL,2024-01-22,2024-01-28,0.8689
TTWO,2024-01-22,2024-01-28,
REG,2024-01-22,2024-01-28,
HPE,2024-01-22,2024-01-28,
EXPE,2024-01-22,2024-01-28,0.0
MCHP,2024-01-22,2024-01-28,0.0
VRSN,2024-01-22,2024-01-28,0.0
XLNX,2024-01-22,2024-01-28,
BKNG,2024-01-22,2024-01-28,
MXIM,2024-01-22,2024-01-28,
PAYC,2024-01-22,2024-01-28,0.0659
CTAS,2024-01-22,2024-01-28,0.41665
TECH,2024-01-22,2024-01-28,
WDAY,2024-01-22,2024-01-28,0.3667335
AAPL,2024-01-01,2024-01-07,0
MSFT,2024-01-01,2024-01-07,0
GOOG,2024-01-01,2024-01-07,0
AMZN,2024-01-01,2024-01-07,0
TSLA,2024-01-01,2024-01-07,0
META,2024-01-01,2024-01-07,0
NVDA,2024-01-01,2024-01-07,0.376938
NFLX,2024-01-01,2024-01-07,0
PEP,2024-01-01,2024-01-07,0
ADBE,2024-01-01,2024-01-07,0
INTC,2024-01-01,2024-01-07,0
CSCO,2024-01-01,2024-01-07,0
CMCSA,2024-01-01,2024-01-07,0
AVGO,2024-01-01,2024-01-07,0
PYPL,2024-01-01,2024-01-07,0
TXN,2024-01-01,2024-01-07,0
COST,2024-01-01,2024-01-07,0
QCOM,2024-01-01,2024-01-07,0
AMGN,2024-01-01,2024-01-07,0.17785
SBUX,2024-01-01,2024-01-07,0.409725
AMD,2024-01-01,2024-01-07,0.006416999999999992
HON,2024-01-01,2024-01-07,0.113333
GILD,2024-01-01,2024-01-07,0
ISRG,2024-01-01,2024-01-07,0
BKNG,2024-01-01,2024-01-07,0
ADP,2024-01-01,2024-01-07,0
MDLZ,2024-01-01,2024-01-07,0
VRTX,2024-01-01,2024-01-07,0
REGN,2024-01-01,2024-01-07,0
LRCX,2024-01-01,2024-01-07,0
FISV,2024-01-01,2024-01-07,0
INTU,2024-01-01,2024-01-07,0
MRNA,2024-01-01,2024-01-07,0.7553
MU,2024-01-01,2024-01-07,0
ZM,2024-01-01,2024-01-07,0
IDXX,2024-01-01,2024-01-07,0
ASML,2024-01-01,2024-01-07,0.1186
ATVI,2024-01-01,2024-01-07,0
KHC,2024-01-01,2024-01-07,0
BIIB,2024-01-01,2024-01-07,0
MELI,2024-01-01,2024-01-07,0.5177
DOCU,2024-01-01,2024-01-07,0
ADSK,2024-01-01,2024-01-07,0
EA,2024-01-01,2024-01-07,0
WDAY,2024-01-01,2024-01-07,0
SNPS,2024-01-01,2024-01-07,0
ILMN,2024-01-01,2024-01-07,0
ROST,2024-01-01,2024-01-07,0
CTAS,2024-01-01,2024-01-07,0
EBAY,2024-01-01,2024-01-07,0
KLAC,2024-01-01,2024-01-07,0
MNST,2024-01-01,2024-01-07,0
CDNS,2024-01-01,2024-01-07,0.10115
CTSH,2024-01-01,2024-01-07,0
ORLY,2024-01-01,2024-01-07,0
DLTR,2024-01-01,2024-01-07,0
LULU,2024-01-01,2024-01-07,0.4254
FAST,2024-01-01,2024-01-07,0
XEL,2024-01-01,2024-01-07,0
CTXS,2024-01-01,2024-01-07,0
NXPI,2024-01-01,2024-01-07,0
PCAR,2024-01-01,2024-01-07,0
SIRI,2024-01-01,2024-01-07,0
MAR,2024-01-01,2024-01-07,-0.128
SGEN,2024-01-01,2024-01-07,0.7684
EXC,2024-01-01,2024-01-07,0
ODFL,2024-01-01,2024-01-07,0
PAYX,2024-01-01,2024-01-07,0
ALGN,2024-01-01,2024-01-07,0
SWKS,2024-01-01,2024-01-07,0
TEAM,2024-01-01,2024-01-07,0
WBA,2024-01-01,2024-01-07,0.2954
ADI,2024-01-01,2024-01-07,0
VRSK,2024-01-01,2024-01-07,0
CDW,2024-01-01,2024-01-07,0
BIDU,2024-01-01,2024-01-07,0.359917
CHTR,2024-01-01,2024-01-07,0
VRSN,2024-01-01,2024-01-07,0
INCY,2024-01-01,2024-01-07,0
WDAY,2024-01-01,2024-01-07,0
ANSS,2024-01-01,2024-01-07,0
CPRT,2024-01-01,2024-01-07,0.442
UAL,2024-01-01,2024-01-07,0.10115
TTWO,2024-01-01,2024-01-07,0
REG,2024-01-01,2024-01-07,0
HPE,2024-01-01,2024-01-07,0
EXPE,2024-01-01,2024-01-07,0
MCHP,2024-01-01,2024-01-07,0
VRSN,2024-01-01,2024-01-07,0
XLNX,2024-01-01,2024-01-07,0
BKNG,2024-01-01,2024-01-07,0
MXIM,2024-01-01,2024-01-07,0
PAYC,2024-01-01,2024-01-07,0.12280566666666666
CTAS,2024-01-01,2024-01-07,0
TECH,2024-01-01,2024-01-07,0
WDAY,2024-01-01,2024-01-07,0
AAPL,2024-01-08,2024-01-14,0
MSFT,2024-01-08,2024-01-14,-0.2348
GOOG,2024-01-08,2024-01-14,0.6908
AMZN,2024-01-08,2024-01-14,0
TSLA,2024-01-08,2024-01-14,0.5231125
META,2024-01-08,2024-01-14,0
NVDA,2024-01-08,2024-01-14,0.17559666666666665
NFLX,2024-01-08,2024-01-14,0
PEP,2024-01-08,2024-01-14,0
ADBE,2024-01-08,2024-01-14,0
INTC,2024-01-08,2024-01-14,0
CSCO,2024-01-08,2024-01-14,0.0
CMCSA,2024-01-08,2024-01-14,0
AVGO,2024-01-08,2024-01-14,0.7809
PYPL,2024-01-08,2024-01-14,0
TXN,2024-01-08,2024-01-14,0
COST,2024-01-08,2024-01-14,-0.093733
QCOM,2024-01-08,2024-01-14,0
AMGN,2024-01-08,2024-01-14,0
SBUX,2024-01-08,2024-01-14,0.30365
AMD,2024-01-08,2024-01-14,0.427778
HON,2024-01-08,2024-01-14,0
GILD,2024-01-08,2024-01-14,0
ISRG,2024-01-08,2024-01-14,0
BKNG,2024-01-08,2024-01-14,0
ADP,2024-01-08,2024-01-14,0
MDLZ,2024-01-08,2024-01-14,0
VRTX,2024-01-08,2024-01-14,0
REGN,2024-01-08,2024-01-14,0
LRCX,2024-01-08,2024-01-14,0
FISV,2024-01-08,2024-01-14,0
INTU,2024-01-08,2024-01-14,0.0
MRNA,2024-01-08,2024-01-14,0
MU,2024-01-08,2024-01-14,0.3548
ZM,2024-01-08,2024-01-14,0
IDXX,2024-01-08,2024-01-14,0
ASML,2024-01-08,2024-01-14,0
ATVI,2024-01-08,2024-01-14,0
KHC,2024-01-08,2024-01-14,0
BIIB,2024-01-08,2024-01-14,0
MELI,2024-01-08,2024-01-14,-0.030066500000000003
DOCU,2024-01-08,2024-01-14,0.68848
ADSK,2024-01-08,2024-01-14,0
EA,2024-01-08,2024-01-14,0
WDAY,2024-01-08,2024-01-14,0
SNPS,2024-01-08,2024-01-14,0
ILMN,2024-01-08,2024-01-14,0
ROST,2024-01-08,2024-01-14,0
CTAS,2024-01-08,2024-01-14,0
EBAY,2024-01-08,2024-01-14,0
KLAC,2024-01-08,2024-01-14,0
MNST,2024-01-08,2024-01-14,0.3572835
CDNS,2024-01-08,2024-01-14,0.0
CTSH,2024-01-08,2024-01-14,0
ORLY,2024-01-08,2024-01-14,0
DLTR,2024-01-08,2024-01-14,0
LULU,2024-01-08,2024-01-14,0
FAST,2024-01-08,2024-01-14,0.26335
XEL,2024-01-08,2024-01-14,0
CTXS,2024-01-08,2024-01-14,0
NXPI,2024-01-08,2024-01-14,0
PCAR,2024-01-08,2024-01-14,0.39161650000000003
SIRI,2024-01-08,2024-01-14,0
MAR,2024-01-08,2024-01-14,0
SGEN,2024-01-08,2024-01-14,0
EXC,2024-01-08,2024-01-14,0.6401
ODFL,2024-01-08,2024-01-14,0
PAYX,2024-01-08,2024-01-14,0
ALGN,2024-01-08,2024-01-14,0
SWKS,2024-01-08,2024-01-14,0
TEAM,2024-01-08,2024-01-14,0
WBA,2024-01-08,2024-01-14,0.1224
ADI,2024-01-08,2024-01-14,0.2086
VRSK,2024-01-08,2024-01-14,0
CDW,2024-01-08,2024-01-14,0
BIDU,2024-01-08,2024-01-14,0
CHTR,2024-01-08,2024-01-14,0
VRSN,2024-01-08,2024-01-14,0
INCY,2024-01-08,2024-01-14,0
WDAY,2024-01-08,2024-01-14,0
ANSS,2024-01-08,2024-01-14,0
CPRT,2024-01-08,2024-01-14,0
UAL,2024-01-08,2024-01-14,-0.13645
TTWO,2024-01-08,2024-01-14,0
REG,2024-01-08,2024-01-14,0
HPE,2024-01-08,2024-01-14,0
EXPE,2024-01-08,2024-01-14,0
MCHP,2024-01-08,2024-01-14,0.4404
VRSN,2024-01-08,2024-01-14,0
XLNX,2024-01-08,2024-01-14,0
BKNG,2024-01-08,2024-01-14,0
MXIM,2024-01-08,2024-01-14,0
PAYC,2024-01-08,2024-01-14,0.485
CTAS,2024-01-08,2024-01-14,0.75295
TECH,2024-01-08,2024-01-14,0
WDAY,2024-01-08,2024-01-14,0
AAPL,2024-01-15,2024-01-21,0.754975
MSFT,2024-01-15,2024-01-21,0.6544055
GOOG,2024-01-15,2024-01-21,0.296
AMZN,2024-01-15,2024-01-21,0.3393165
TSLA,2024-01-15,2024-01-21,0.66498
META,2024-01-15,2024-01-21,0.62582
NVDA,2024-01-15,2024-01-21,0.9287
NFLX,2024-01-15,2024-01-21,0
PEP,2024-01-15,2024-01-21,0
ADBE,2024-01-15,2024-01-21,0
INTC,2024-01-15,2024-01-21,0
CSCO,2024-01-15,2024-01-21,0.7096
CMCSA,2024-01-15,2024-01-21,0
AVGO,2024-01-15,2024-01-21,0.197143
PYPL,2024-01-15,2024-01-21,0
TXN,2024-01-15,2024-01-21,0
COST,2024-01-15,2024-01-21,0
QCOM,2024-01-15,2024-01-21,0
AMGN,2024-01-15,2024-01-21,0
SBUX,2024-01-15,2024-01-21,0
AMD,2024-01-15,2024-01-21,0.13695000000000002
HON,2024-01-15,2024-01-21,0
GILD,2024-01-15,2024-01-21,0
ISRG,2024-01-15,2024-01-21,0.02345
BKNG,2024-01-15,2024-01-21,0
ADP,2024-01-15,2024-01-21,0
MDLZ,2024-01-15,2024-01-21,0
VRTX,2024-01-15,2024-01-21,0
REGN,2024-01-15,2024-01-21,0
LRCX,2024-01-15,2024-01-21,0.6808
FISV,2024-01-15,2024-01-21,0
INTU,2024-01-15,2024-01-21,0.6771
MRNA,2024-01-15,2024-01-21,0
MU,2024-01-15,2024-01-21,0
ZM,2024-01-15,2024-01-21,0
IDXX,2024-01-15,2024-01-21,0
ASML,2024-01-15,2024-01-21,0.37495
ATVI,2024-01-15,2024-01-21,0.3021
KHC,2024-01-15,2024-01-21,0
BIIB,2024-01-15,2024-01-21,0
MELI,2024-01-15,2024-01-21,0.511967
DOCU,2024-01-15,2024-01-21,0
ADSK,2024-01-15,2024-01-21,0
EA,2024-01-15,2024-01-21,0
WDAY,2024-01-15,2024-01-21,0
SNPS,2024-01-15,2024-01-21,0.765
ILMN,2024-01-15,2024-01-21,0
ROST,2024-01-15,2024-01-21,0
CTAS,2024-01-15,2024-01-21,0
EBAY,2024-01-15,2024-01-21,0.8834
KLAC,2024-01-15,2024-01-21,0
MNST,2024-01-15,2024-01-21,0
CDNS,2024-01-15,2024-01-21,0
CTSH,2024-01-15,2024-01-21,0.35015
ORLY,2024-01-15,2024-01-21,0
DLTR,2024-01-15,2024-01-21,0
LULU,2024-01-15,2024-01-21,0.148
FAST,2024-01-15,2024-01-21,0
XEL,2024-01-15,2024-01-21,0
CTXS,2024-01-15,2024-01-21,0
NXPI,2024-01-15,2024-01-21,0
PCAR,2024-01-15,2024-01-21,-0.2263
SIRI,2024-01-15,2024-01-21,0
MAR,2024-01-15,2024-01-21,0.6597
SGEN,2024-01-15,2024-01-21,0.0258
EXC,2024-01-15,2024-01-21,0
ODFL,2024-01-15,2024-01-21,0
PAYX,2024-01-15,2024-01-21,0
ALGN,2024-01-15,2024-01-21,0
SWKS,2024-01-15,2024-01-21,0
TEAM,2024-01-15,2024-01-21,0
WBA,2024-01-15,2024-01-21,-0.2294
ADI,2024-01-15,2024-01-21,0
